participant_ID,task,effect,phase,group,rater_identifier,clarity_coherence,causal_reasoning,theoretical_depth,creativity,persuasiveness,overall_quality,topic_expert
senior_contributor_uhvrz,race,interactions,post,1,gpt-5.5,6.0,5.0,4.0,4.0,5.0,4.8,1
senior_contributor_unrjy,race,interactions,post,1,gpt-5.5,6.0,5.0,5.0,5.0,5.0,5.2,1
senior_contributor_wylyg,race,interactions,post,1,gpt-5.5,6.0,6.0,5.0,5.0,6.0,5.6,1
senior_contributor_zi680,race,interactions,post,1,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,0
Claude_opus4.7,race,interactions,pre,2,gpt-5.5,9.0,9.0,8.0,8.0,9.0,8.6,-1
Claude_opus4.7_adaptive,race,interactions,pre,2,gpt-5.5,10.0,10.0,10.0,9.0,10.0,9.8,-1
Claude_opus4.8,race,interactions,pre,2,gpt-5.5,9.0,8.0,8.0,8.0,8.0,8.2,-1
Claude_opus4.8_adaptive,race,interactions,pre,2,gpt-5.5,9.0,9.0,9.0,8.0,9.0,8.8,-1
Claude_sonnet4.6,race,interactions,pre,2,gpt-5.5,10.0,9.0,9.0,8.0,9.0,9.0,-1
DeepSeek_expert,race,interactions,pre,2,gpt-5.5,9.0,8.0,9.0,8.0,7.0,8.2,-1
GPT_5.2_instant,race,interactions,pre,2,gpt-5.5,9.0,9.0,8.0,8.0,9.0,8.6,-1
GPT_5.3_instant,race,interactions,pre,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
GPT_5.4_thinking_extended,race,interactions,pre,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
GPT_5.4_thinking_standard,race,interactions,pre,2,gpt-5.5,9.0,9.0,9.0,8.0,9.0,8.8,-1
GPT_5.5_thinking_extended,race,interactions,pre,2,gpt-5.5,9.0,9.0,9.0,7.0,9.0,8.6,-1
GPT_5.5_thinking_standard,race,interactions,pre,2,gpt-5.5,8.0,8.0,7.0,7.0,8.0,7.6,-1
GPT_5.6Sol_high,race,interactions,pre,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
Gemini_3_fast,race,interactions,pre,2,gpt-5.5,9.0,8.0,8.0,8.0,8.0,8.2,-1
Grok4_expert,race,interactions,pre,2,gpt-5.5,9.0,9.0,9.0,8.0,9.0,8.8,-1
Grok4_fast,race,interactions,pre,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
Mistral_balanced,race,interactions,pre,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
Mistral_thinking,race,interactions,pre,2,gpt-5.5,9.0,8.0,7.0,6.0,8.0,7.6,-1
Qwen_3.6Plus_thinking,race,interactions,pre,2,gpt-5.5,10.0,9.0,10.0,9.0,9.0,9.4,-1
Qwen_3.7Plus_thinking,race,interactions,pre,2,gpt-5.5,9.0,9.0,9.0,8.0,9.0,8.8,-1
Qwen_3.8Max_thinking,race,interactions,pre,2,gpt-5.5,9.0,10.0,10.0,9.0,10.0,9.6,-1
Theorista_GPT5.5_instant,race,interactions,pre,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
Theorista_GPT5.5_thinking_standard,race,interactions,pre,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
gemini_3.1_pro_standard,race,interactions,pre,2,gpt-5.5,9.0,9.0,9.0,8.0,9.0,8.8,-1
gemini_3.6flash_extended,race,interactions,pre,2,gpt-5.5,9.0,8.0,8.0,8.0,8.0,8.2,-1
phd_contributor_0k61g,race,interactions,pre,0,gpt-5.5,5.0,5.0,4.0,3.0,5.0,4.4,0
phd_contributor_0r0es,race,interactions,pre,0,gpt-5.5,7.0,5.0,5.0,4.0,5.0,5.2,0
phd_contributor_1gofd,race,interactions,pre,0,gpt-5.5,5.0,4.0,3.0,2.0,4.0,3.6,1
phd_contributor_1kwwe,race,interactions,pre,0,gpt-5.5,6.0,5.0,4.0,4.0,5.0,4.8,0
phd_contributor_1nw3h,race,interactions,pre,0,gpt-5.5,5.0,6.0,5.0,5.0,5.0,5.2,0
phd_contributor_2rhpt,race,interactions,pre,0,gpt-5.5,8.0,7.0,7.0,7.0,7.0,7.2,0
phd_contributor_2xy9o,race,interactions,pre,0,gpt-5.5,6.0,7.0,6.0,6.0,6.0,6.2,0
phd_contributor_34xvl,race,interactions,pre,0,gpt-5.5,5.0,5.0,4.0,5.0,5.0,4.8,0
phd_contributor_41mim,race,interactions,pre,0,gpt-5.5,3.0,3.0,3.0,4.0,3.0,3.2,0
phd_contributor_45ypj,race,interactions,pre,0,gpt-5.5,6.0,5.0,5.0,6.0,5.0,5.4,0
phd_contributor_4luvh,race,interactions,pre,0,gpt-5.5,7.0,6.0,5.0,5.0,6.0,5.8,0
phd_contributor_558ea,race,interactions,pre,0,gpt-5.5,5.0,3.0,2.0,4.0,3.0,3.4,0
phd_contributor_559wp,race,interactions,pre,0,gpt-5.5,4.0,4.0,3.0,3.0,3.0,3.4,0
phd_contributor_5cv1y,race,interactions,pre,0,gpt-5.5,7.0,7.0,6.0,5.0,6.0,6.2,0
phd_contributor_5nazt,race,interactions,pre,0,gpt-5.5,3.0,2.0,1.0,1.0,2.0,1.8,1
phd_contributor_5wz57,race,interactions,pre,0,gpt-5.5,4.0,5.0,4.0,5.0,4.0,4.4,0
phd_contributor_7nisc,race,interactions,pre,0,gpt-5.5,6.0,5.0,5.0,4.0,5.0,5.0,0
phd_contributor_7trlj,race,interactions,pre,0,gpt-5.5,5.0,6.0,6.0,6.0,5.0,5.6,1
phd_contributor_7x004,race,interactions,pre,0,gpt-5.5,3.0,1.0,1.0,1.0,1.0,1.4,0
phd_contributor_81m5u,race,interactions,pre,0,gpt-5.5,6.0,5.0,3.0,3.0,4.0,4.2,0
phd_contributor_872ey,race,interactions,pre,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_8fcno,race,interactions,pre,0,gpt-5.5,5.0,4.0,3.0,2.0,4.0,3.6,0
phd_contributor_9b8k7,race,interactions,pre,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_9pm5a,race,interactions,pre,0,gpt-5.5,5.0,4.0,3.0,3.0,4.0,3.8,0
phd_contributor_ama1n,race,interactions,pre,0,gpt-5.5,5.0,5.0,4.0,4.0,4.0,4.4,0
phd_contributor_ayd29,race,interactions,pre,0,gpt-5.5,8.0,8.0,8.0,7.0,8.0,7.8,0
phd_contributor_blzc1,race,interactions,pre,0,gpt-5.5,7.0,3.0,3.0,3.0,4.0,4.0,0
phd_contributor_c5rzh,race,interactions,pre,0,gpt-5.5,5.0,5.0,4.0,3.0,4.0,4.2,0
phd_contributor_c5sgk,race,interactions,pre,0,gpt-5.5,7.0,7.0,6.0,5.0,7.0,6.4,0
phd_contributor_c9vs4,race,interactions,pre,0,gpt-5.5,5.0,1.0,1.0,1.0,1.0,1.8,0
phd_contributor_dpw1t,race,interactions,pre,0,gpt-5.5,8.0,8.0,7.0,6.0,8.0,7.4,0
phd_contributor_drr4r,race,interactions,pre,0,gpt-5.5,5.0,5.0,3.0,3.0,4.0,4.0,0
phd_contributor_dwdg8,race,interactions,pre,0,gpt-5.5,5.0,3.0,2.0,2.0,3.0,3.0,0
phd_contributor_fojz7,race,interactions,pre,0,gpt-5.5,7.0,7.0,6.0,4.0,7.0,6.2,0
phd_contributor_giyw7,race,interactions,pre,0,gpt-5.5,7.0,7.0,6.0,5.0,7.0,6.4,1
phd_contributor_iuy3c,race,interactions,pre,0,gpt-5.5,6.0,6.0,6.0,6.0,5.0,5.8,0
phd_contributor_iv4qg,race,interactions,pre,0,gpt-5.5,6.0,5.0,3.0,3.0,5.0,4.4,0
phd_contributor_kmwj4,race,interactions,pre,0,gpt-5.5,3.0,3.0,2.0,3.0,2.0,2.6,0
phd_contributor_kyj4r,race,interactions,pre,0,gpt-5.5,4.0,3.0,2.0,2.0,3.0,2.8,0
phd_contributor_le01h,race,interactions,pre,0,gpt-5.5,6.0,6.0,4.0,4.0,5.0,5.0,0
phd_contributor_ly6qj,race,interactions,pre,0,gpt-5.5,6.0,5.0,4.0,4.0,5.0,4.8,1
phd_contributor_mcaaw,race,interactions,pre,0,gpt-5.5,6.0,5.0,4.0,5.0,5.0,5.0,1
phd_contributor_mdmrd,race,interactions,pre,0,gpt-5.5,6.0,6.0,4.0,4.0,5.0,5.0,0
phd_contributor_mfkek,race,interactions,pre,0,gpt-5.5,8.0,7.0,7.0,6.0,7.0,7.0,0
phd_contributor_mrqrj,race,interactions,pre,0,gpt-5.5,6.0,5.0,4.0,3.0,5.0,4.6,0
phd_contributor_ogfiu,race,interactions,pre,0,gpt-5.5,5.0,5.0,3.0,4.0,4.0,4.2,0
phd_contributor_rvget,race,interactions,pre,0,gpt-5.5,4.0,2.0,2.0,2.0,2.0,2.4,0
phd_contributor_u3rga,race,interactions,pre,0,gpt-5.5,5.0,3.0,2.0,2.0,3.0,3.0,0
phd_contributor_ul2n5,race,interactions,pre,0,gpt-5.5,7.0,6.0,5.0,5.0,6.0,5.8,0
phd_contributor_upzfq,race,interactions,pre,0,gpt-5.5,4.0,3.0,2.0,2.0,3.0,2.8,0
phd_contributor_wbgok,race,interactions,pre,0,gpt-5.5,6.0,5.0,4.0,4.0,4.0,4.6,0
phd_contributor_wqux6,race,interactions,pre,0,gpt-5.5,6.0,6.0,5.0,4.0,6.0,5.4,0
phd_contributor_yedjp,race,interactions,pre,0,gpt-5.5,5.0,6.0,5.0,4.0,5.0,5.0,0
phd_contributor_yg9p5,race,interactions,pre,0,gpt-5.5,7.0,6.0,5.0,5.0,6.0,5.8,0
phd_contributor_z2j87,race,interactions,pre,0,gpt-5.5,9.0,8.0,7.0,6.0,8.0,7.6,0
phd_contributor_z7ttj,race,interactions,pre,0,gpt-5.5,7.0,4.0,5.0,5.0,4.0,5.0,0
phd_contributor_z9ezk,race,interactions,pre,0,gpt-5.5,6.0,5.0,4.0,4.0,5.0,4.8,0
phd_contributor_zbjey,race,interactions,pre,0,gpt-5.5,3.0,3.0,2.0,2.0,2.0,2.4,0
phd_contributor_zcof0,race,interactions,pre,0,gpt-5.5,7.0,6.0,5.0,5.0,6.0,5.8,0
phd_contributor_zi2lh,race,interactions,pre,0,gpt-5.5,4.0,4.0,3.0,3.0,3.0,3.4,0
senior_contributor_5cvcm,race,interactions,pre,1,gpt-5.5,6.0,4.0,4.0,3.0,4.0,4.2,1
senior_contributor_8pxf3,race,interactions,pre,1,gpt-5.5,6.0,7.0,6.0,6.0,6.0,6.2,1
senior_contributor_ecdev,race,interactions,pre,1,gpt-5.5,7.0,5.0,4.0,3.0,5.0,4.8,1
senior_contributor_h1ror,race,interactions,pre,1,gpt-5.5,6.0,4.0,3.0,3.0,4.0,4.0,1
senior_contributor_jakh3,race,interactions,pre,1,gpt-5.5,6.0,5.0,4.0,4.0,4.0,4.6,1
senior_contributor_mkvct,race,interactions,pre,1,gpt-5.5,5.0,5.0,4.0,4.0,4.0,4.4,1
senior_contributor_mxspa,race,interactions,pre,1,gpt-5.5,8.0,7.0,7.0,6.0,7.0,7.0,1
senior_contributor_ogh5x,race,interactions,pre,1,gpt-5.5,8.0,1.0,1.0,1.0,1.0,2.4,0
senior_contributor_tjek9,race,interactions,pre,1,gpt-5.5,8.0,8.0,7.0,6.0,8.0,7.4,1
senior_contributor_uhvrz,race,interactions,pre,1,gpt-5.5,6.0,7.0,6.0,7.0,6.0,6.4,1
senior_contributor_unrjy,race,interactions,pre,1,gpt-5.5,4.0,4.0,3.0,2.0,3.0,3.2,1
senior_contributor_wylyg,race,interactions,pre,1,gpt-5.5,6.0,5.0,4.0,5.0,5.0,5.0,1
senior_contributor_zi680,race,interactions,pre,1,gpt-5.5,8.0,7.0,6.0,6.0,7.0,6.8,0
Claude_opus4.7,race,main,post,2,gpt-5.5,9.0,9.0,9.0,8.0,9.0,8.8,-1
Claude_opus4.7_adaptive,race,main,post,2,gpt-5.5,9.0,9.0,9.0,8.0,9.0,8.8,-1
Claude_opus4.8,race,main,post,2,gpt-5.5,9.0,9.0,10.0,9.0,9.0,9.2,-1
Claude_opus4.8_adaptive,race,main,post,2,gpt-5.5,9.0,9.0,9.0,8.0,9.0,8.8,-1
Claude_sonnet4.6,race,main,post,2,gpt-5.5,10.0,9.0,10.0,9.0,9.0,9.4,-1
DeepSeek_expert,race,main,post,2,gpt-5.5,8.0,9.0,9.0,8.0,9.0,8.6,-1
GPT_5.2_instant,race,main,post,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
GPT_5.3_instant,race,main,post,2,gpt-5.5,9.0,8.0,8.0,6.0,8.0,7.8,-1
GPT_5.4_thinking_extended,race,main,post,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
GPT_5.4_thinking_standard,race,main,post,2,gpt-5.5,8.0,8.0,7.0,6.0,8.0,7.4,-1
GPT_5.5_thinking_extended,race,main,post,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
GPT_5.5_thinking_standard,race,main,post,2,gpt-5.5,8.0,8.0,7.0,6.0,8.0,7.4,-1
GPT_5.6Sol_high,race,main,post,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
Gemini_3_fast,race,main,post,2,gpt-5.5,8.0,8.0,8.0,7.0,8.0,7.8,-1
Grok4_expert,race,main,post,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
Grok4_fast,race,main,post,2,gpt-5.5,8.0,7.0,7.0,6.0,7.0,7.0,-1
Mistral_balanced,race,main,post,2,gpt-5.5,8.0,8.0,8.0,6.0,7.0,7.4,-1
Mistral_thinking,race,main,post,2,gpt-5.5,8.0,7.0,6.0,5.0,7.0,6.6,-1
Qwen_3.6Plus_thinking,race,main,post,2,gpt-5.5,9.0,9.0,9.0,8.0,9.0,8.8,-1
Qwen_3.7Plus_thinking,race,main,post,2,gpt-5.5,9.0,9.0,9.0,8.0,8.0,8.6,-1
Qwen_3.8Max_thinking,race,main,post,2,gpt-5.5,9.0,9.0,10.0,9.0,9.0,9.2,-1
Theorista_GPT5.5_instant,race,main,post,2,gpt-5.5,8.0,6.0,6.0,4.0,7.0,6.2,-1
Theorista_GPT5.5_thinking_standard,race,main,post,2,gpt-5.5,8.0,8.0,7.0,6.0,8.0,7.4,-1
gemini_3.1_pro_standard,race,main,post,2,gpt-5.5,8.0,8.0,7.0,6.0,8.0,7.4,-1
gemini_3.6flash_extended,race,main,post,2,gpt-5.5,8.0,8.0,8.0,7.0,8.0,7.8,-1
phd_contributor_0k61g,race,main,post,0,gpt-5.5,6.0,5.0,4.0,3.0,5.0,4.6,0
phd_contributor_0r0es,race,main,post,0,gpt-5.5,8.0,8.0,6.0,5.0,8.0,7.0,0
phd_contributor_1gofd,race,main,post,0,gpt-5.5,4.0,4.0,3.0,3.0,3.0,3.4,1
phd_contributor_1kwwe,race,main,post,0,gpt-5.5,7.0,5.0,4.0,3.0,5.0,4.8,0
phd_contributor_1nw3h,race,main,post,0,gpt-5.5,7.0,7.0,6.0,6.0,6.0,6.4,0
phd_contributor_2rhpt,race,main,post,0,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,0
phd_contributor_2xy9o,race,main,post,0,gpt-5.5,7.0,8.0,8.0,7.0,7.0,7.4,0
phd_contributor_34xvl,race,main,post,0,gpt-5.5,6.0,6.0,5.0,5.0,6.0,5.6,0
phd_contributor_41mim,race,main,post,0,gpt-5.5,7.0,5.0,5.0,5.0,5.0,5.4,0
phd_contributor_45ypj,race,main,post,0,gpt-5.5,7.0,6.0,5.0,6.0,5.0,5.8,0
phd_contributor_4luvh,race,main,post,0,gpt-5.5,7.0,7.0,6.0,5.0,7.0,6.4,0
phd_contributor_558ea,race,main,post,0,gpt-5.5,5.0,3.0,2.0,2.0,3.0,3.0,0
phd_contributor_559wp,race,main,post,0,gpt-5.5,5.0,6.0,5.0,4.0,5.0,5.0,0
phd_contributor_5cv1y,race,main,post,0,gpt-5.5,4.0,4.0,4.0,3.0,4.0,3.8,0
phd_contributor_5nazt,race,main,post,0,gpt-5.5,6.0,4.0,3.0,3.0,4.0,4.0,1
phd_contributor_5wz57,race,main,post,0,gpt-5.5,6.0,5.0,5.0,3.0,5.0,4.8,0
phd_contributor_7nisc,race,main,post,0,gpt-5.5,7.0,6.0,5.0,3.0,6.0,5.4,0
phd_contributor_7trlj,race,main,post,0,gpt-5.5,8.0,8.0,8.0,7.0,8.0,7.8,1
phd_contributor_7x004,race,main,post,0,gpt-5.5,2.0,2.0,1.0,1.0,1.0,1.4,0
phd_contributor_81m5u,race,main,post,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_872ey,race,main,post,0,gpt-5.5,6.0,6.0,5.0,4.0,5.0,5.2,0
phd_contributor_8fcno,race,main,post,0,gpt-5.5,7.0,7.0,6.0,5.0,6.0,6.2,0
phd_contributor_9b8k7,race,main,post,0,gpt-5.5,4.0,3.0,2.0,2.0,3.0,2.8,0
phd_contributor_9pm5a,race,main,post,0,gpt-5.5,5.0,5.0,4.0,4.0,4.0,4.4,0
phd_contributor_ama1n,race,main,post,0,gpt-5.5,5.0,5.0,4.0,3.0,4.0,4.2,0
phd_contributor_ayd29,race,main,post,0,gpt-5.5,9.0,9.0,8.0,7.0,8.0,8.2,0
phd_contributor_blzc1,race,main,post,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_c5rzh,race,main,post,0,gpt-5.5,8.0,7.0,6.0,4.0,7.0,6.4,0
phd_contributor_c5sgk,race,main,post,0,gpt-5.5,6.0,5.0,5.0,5.0,3.0,4.8,0
phd_contributor_c9vs4,race,main,post,0,gpt-5.5,7.0,3.0,3.0,2.0,4.0,3.8,0
phd_contributor_dpw1t,race,main,post,0,gpt-5.5,9.0,8.0,7.0,5.0,8.0,7.4,0
phd_contributor_drr4r,race,main,post,0,gpt-5.5,6.0,7.0,7.0,6.0,6.0,6.4,0
phd_contributor_dwdg8,race,main,post,0,gpt-5.5,5.0,2.0,1.0,1.0,2.0,2.2,0
phd_contributor_fojz7,race,main,post,0,gpt-5.5,7.0,5.0,4.0,3.0,5.0,4.8,0
phd_contributor_giyw7,race,main,post,0,gpt-5.5,7.0,7.0,6.0,5.0,6.0,6.2,1
phd_contributor_iuy3c,race,main,post,0,gpt-5.5,7.0,8.0,7.0,6.0,7.0,7.0,0
phd_contributor_iv4qg,race,main,post,0,gpt-5.5,6.0,4.0,3.0,2.0,4.0,3.8,0
phd_contributor_kmwj4,race,main,post,0,gpt-5.5,5.0,5.0,4.0,4.0,4.0,4.4,0
phd_contributor_kyj4r,race,main,post,0,gpt-5.5,7.0,7.0,6.0,5.0,6.0,6.2,0
phd_contributor_le01h,race,main,post,0,gpt-5.5,6.0,4.0,3.0,3.0,4.0,4.0,0
phd_contributor_ly6qj,race,main,post,0,gpt-5.5,5.0,3.0,2.0,2.0,3.0,3.0,1
phd_contributor_mcaaw,race,main,post,0,gpt-5.5,6.0,6.0,6.0,7.0,6.0,6.2,1
phd_contributor_mdmrd,race,main,post,0,gpt-5.5,6.0,5.0,5.0,4.0,5.0,5.0,0
phd_contributor_mfkek,race,main,post,0,gpt-5.5,9.0,8.0,7.0,6.0,8.0,7.6,0
phd_contributor_mrqrj,race,main,post,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_ogfiu,race,main,post,0,gpt-5.5,6.0,7.0,6.0,5.0,6.0,6.0,0
phd_contributor_rvget,race,main,post,0,gpt-5.5,6.0,4.0,3.0,2.0,4.0,3.8,0
phd_contributor_u3rga,race,main,post,0,gpt-5.5,5.0,5.0,4.0,4.0,5.0,4.6,0
phd_contributor_ul2n5,race,main,post,0,gpt-5.5,8.0,7.0,6.0,5.0,7.0,6.6,0
phd_contributor_upzfq,race,main,post,0,gpt-5.5,7.0,5.0,4.0,3.0,5.0,4.8,0
phd_contributor_wbgok,race,main,post,0,gpt-5.5,6.0,5.0,4.0,4.0,5.0,4.8,0
phd_contributor_wqux6,race,main,post,0,gpt-5.5,6.0,3.0,2.0,2.0,3.0,3.2,0
phd_contributor_yedjp,race,main,post,0,gpt-5.5,5.0,6.0,5.0,5.0,5.0,5.2,0
phd_contributor_yg9p5,race,main,post,0,gpt-5.5,8.0,7.0,6.0,4.0,7.0,6.4,0
phd_contributor_z2j87,race,main,post,0,gpt-5.5,8.0,7.0,6.0,4.0,7.0,6.4,0
phd_contributor_z7ttj,race,main,post,0,gpt-5.5,8.0,8.0,8.0,7.0,8.0,7.8,0
phd_contributor_z9ezk,race,main,post,0,gpt-5.5,7.0,6.0,5.0,5.0,6.0,5.8,0
phd_contributor_zbjey,race,main,post,0,gpt-5.5,4.0,2.0,2.0,2.0,2.0,2.4,0
phd_contributor_zcof0,race,main,post,0,gpt-5.5,8.0,7.0,7.0,6.0,7.0,7.0,0
phd_contributor_zi2lh,race,main,post,0,gpt-5.5,5.0,6.0,6.0,5.0,5.0,5.4,0
senior_contributor_5cvcm,race,main,post,1,gpt-5.5,7.0,7.0,6.0,5.0,7.0,6.4,1
senior_contributor_8pxf3,race,main,post,1,gpt-5.5,9.0,9.0,9.0,8.0,9.0,8.8,1
senior_contributor_ecdev,race,main,post,1,gpt-5.5,7.0,5.0,4.0,4.0,5.0,5.0,1
senior_contributor_h1ror,race,main,post,1,gpt-5.5,9.0,8.0,8.0,6.0,8.0,7.8,1
senior_contributor_jakh3,race,main,post,1,gpt-5.5,6.0,5.0,4.0,4.0,5.0,4.8,1
senior_contributor_mkvct,race,main,post,1,gpt-5.5,5.0,5.0,4.0,3.0,5.0,4.4,1
senior_contributor_mxspa,race,main,post,1,gpt-5.5,8.0,8.0,8.0,7.0,8.0,7.8,1
senior_contributor_ogh5x,race,main,post,1,gpt-5.5,8.0,7.0,6.0,5.0,7.0,6.6,0
senior_contributor_tjek9,race,main,post,1,gpt-5.5,7.0,5.0,4.0,4.0,5.0,5.0,1
senior_contributor_uhvrz,race,main,post,1,gpt-5.5,7.0,7.0,6.0,5.0,7.0,6.4,1
senior_contributor_unrjy,race,main,post,1,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,1
senior_contributor_wylyg,race,main,post,1,gpt-5.5,7.0,5.0,4.0,4.0,5.0,5.0,1
senior_contributor_zi680,race,main,post,1,gpt-5.5,7.0,6.0,6.0,5.0,6.0,6.0,0
Claude_opus4.7,race,main,pre,2,gpt-5.5,9.0,9.0,9.0,8.0,9.0,8.8,-1
Claude_opus4.7_adaptive,race,main,pre,2,gpt-5.5,10.0,10.0,10.0,9.0,10.0,9.8,-1
Claude_opus4.8,race,main,pre,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
Claude_opus4.8_adaptive,race,main,pre,2,gpt-5.5,10.0,9.0,9.0,8.0,9.0,9.0,-1
Claude_sonnet4.6,race,main,pre,2,gpt-5.5,9.0,9.0,9.0,8.0,9.0,8.8,-1
DeepSeek_expert,race,main,pre,2,gpt-5.5,9.0,9.0,10.0,8.0,9.0,9.0,-1
GPT_5.2_instant,race,main,pre,2,gpt-5.5,9.0,8.0,8.0,6.0,8.0,7.8,-1
GPT_5.3_instant,race,main,pre,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
GPT_5.4_thinking_extended,race,main,pre,2,gpt-5.5,9.0,8.0,8.0,6.0,8.0,7.8,-1
GPT_5.4_thinking_standard,race,main,pre,2,gpt-5.5,9.0,8.0,8.0,6.0,8.0,7.8,-1
GPT_5.5_thinking_extended,race,main,pre,2,gpt-5.5,9.0,8.0,8.0,6.0,8.0,7.8,-1
GPT_5.5_thinking_standard,race,main,pre,2,gpt-5.5,9.0,8.0,8.0,6.0,8.0,7.8,-1
GPT_5.6Sol_high,race,main,pre,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
Gemini_3_fast,race,main,pre,2,gpt-5.5,9.0,8.0,9.0,8.0,8.0,8.4,-1
Grok4_expert,race,main,pre,2,gpt-5.5,8.0,8.0,8.0,7.0,8.0,7.8,-1
Grok4_fast,race,main,pre,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
Mistral_balanced,race,main,pre,2,gpt-5.5,9.0,8.0,8.0,7.0,8.0,8.0,-1
Mistral_thinking,race,main,pre,2,gpt-5.5,9.0,8.0,8.0,6.0,8.0,7.8,-1
Qwen_3.6Plus_thinking,race,main,pre,2,gpt-5.5,10.0,9.0,9.0,9.0,9.0,9.2,-1
Qwen_3.7Plus_thinking,race,main,pre,2,gpt-5.5,9.0,9.0,9.0,7.0,9.0,8.6,-1
Qwen_3.8Max_thinking,race,main,pre,2,gpt-5.5,10.0,9.0,10.0,9.0,9.0,9.4,-1
Theorista_GPT5.5_instant,race,main,pre,2,gpt-5.5,9.0,9.0,8.0,6.0,9.0,8.2,-1
Theorista_GPT5.5_thinking_standard,race,main,pre,2,gpt-5.5,9.0,8.0,8.0,6.0,8.0,7.8,-1
gemini_3.1_pro_standard,race,main,pre,2,gpt-5.5,9.0,9.0,9.0,7.0,9.0,8.6,-1
gemini_3.6flash_extended,race,main,pre,2,gpt-5.5,9.0,8.0,8.0,6.0,8.0,7.8,-1
phd_contributor_0k61g,race,main,pre,0,gpt-5.5,6.0,5.0,4.0,3.0,5.0,4.6,0
phd_contributor_0r0es,race,main,pre,0,gpt-5.5,8.0,8.0,6.0,5.0,8.0,7.0,0
phd_contributor_1gofd,race,main,pre,0,gpt-5.5,4.0,4.0,3.0,4.0,4.0,3.8,1
phd_contributor_1kwwe,race,main,pre,0,gpt-5.5,4.0,3.0,2.0,2.0,3.0,2.8,0
phd_contributor_1nw3h,race,main,pre,0,gpt-5.5,8.0,7.0,7.0,6.0,6.0,6.8,0
phd_contributor_2rhpt,race,main,pre,0,gpt-5.5,8.0,6.0,6.0,8.0,6.0,6.8,0
phd_contributor_2xy9o,race,main,pre,0,gpt-5.5,9.0,8.0,8.0,8.0,8.0,8.2,0
phd_contributor_34xvl,race,main,pre,0,gpt-5.5,5.0,5.0,4.0,3.0,4.0,4.2,0
phd_contributor_41mim,race,main,pre,0,gpt-5.5,7.0,6.0,6.0,6.0,6.0,6.2,0
phd_contributor_45ypj,race,main,pre,0,gpt-5.5,7.0,6.0,6.0,7.0,5.0,6.2,0
phd_contributor_4luvh,race,main,pre,0,gpt-5.5,6.0,6.0,5.0,5.0,5.0,5.4,0
phd_contributor_558ea,race,main,pre,0,gpt-5.5,3.0,2.0,1.0,1.0,1.0,1.6,0
phd_contributor_559wp,race,main,pre,0,gpt-5.5,6.0,6.0,5.0,6.0,5.0,5.6,0
phd_contributor_5cv1y,race,main,pre,0,gpt-5.5,5.0,4.0,3.0,3.0,4.0,3.8,0
phd_contributor_5nazt,race,main,pre,0,gpt-5.5,6.0,4.0,3.0,2.0,4.0,3.8,1
phd_contributor_5wz57,race,main,pre,0,gpt-5.5,7.0,6.0,5.0,4.0,6.0,5.6,0
phd_contributor_7nisc,race,main,pre,0,gpt-5.5,6.0,4.0,3.0,3.0,4.0,4.0,0
phd_contributor_7trlj,race,main,pre,0,gpt-5.5,8.0,8.0,7.0,6.0,8.0,7.4,1
phd_contributor_7x004,race,main,pre,0,gpt-5.5,2.0,1.0,1.0,1.0,1.0,1.2,0
phd_contributor_81m5u,race,main,pre,0,gpt-5.5,6.0,6.0,5.0,3.0,5.0,5.0,0
phd_contributor_872ey,race,main,pre,0,gpt-5.5,6.0,6.0,5.0,5.0,5.0,5.4,0
phd_contributor_8fcno,race,main,pre,0,gpt-5.5,4.0,4.0,4.0,4.0,3.0,3.8,0
phd_contributor_9b8k7,race,main,pre,0,gpt-5.5,4.0,3.0,2.0,2.0,3.0,2.8,0
